issues foot,'issu' <-> 'foot'
ribs trauma,'rib' <-> 'trauma'
ribs is trauma,'rib' <2> 'trauma'
ribs is in trauma,'rib' <3> 'trauma'
ribs is a little trauma,'rib' <3> 'littl' <-> 'trauma'
inflammation ribs,'inflamm' <-> 'rib'
inflammation in my ribs,'inflamm' <3> 'rib'
inflammation in ribs,'inflamm' <2> 'rib'
ribs inflammation,'rib' <-> 'inflamm'
ribs is inflammation,'rib' <2> 'inflamm'
ribs is in inflammation,'rib' <3> 'inflamm'
ribs is a little inflammation,'rib' <3> 'littl' <-> 'inflamm'
avulsion ribs,'avuls' <-> 'rib'
avulsion in my ribs,'avuls' <3> 'rib'
avulsion in ribs,'avuls' <2> 'rib'
ribs avulsion,'rib' <-> 'avuls'
ribs is avulsion,'rib' <2> 'avuls'
ribs is in avulsion,'rib' <3> 'avuls'
ribs is a little avulsion,'rib' <3> 'littl' <-> 'avuls'
plaque ribs,'plaqu' <-> 'rib'
plaque in my ribs,'plaqu' <3> 'rib'
plaque in ribs,'plaqu' <2> 'rib'
ribs plaque,'rib' <-> 'plaqu'
ribs is plaque,'rib' <2> 'plaqu'
ribs is in plaque,'rib' <3> 'plaqu'
ribs is a little plaque,'rib' <3> 'littl' <-> 'plaqu'
tingling ribs,'tingl' <-> 'rib'
tingling in my ribs,'tingl' <3> 'rib'
tingling in ribs,'tingl' <2> 'rib'
ribs tingling,'rib' <-> 'tingl'
ribs is tingling,'rib' <2> 'tingl'
ribs is in tingling,'rib' <3> 'tingl'
ribs is a little tingling,'rib' <3> 'littl' <-> 'tingl'
discomfort ribs,'discomfort' <-> 'rib'
discomfort in my ribs,'discomfort' <3> 'rib'
discomfort in ribs,'discomfort' <2> 'rib'
ribs discomfort,'rib' <-> 'discomfort'
ribs is discomfort,'rib' <2> 'discomfort'
ribs is in discomfort,'rib' <3> 'discomfort'
ribs is a little discomfort,'rib' <3> 'littl' <-> 'discomfort'
oedema ribs,'oedema' <-> 'rib'
oedema in my ribs,'oedema' <3> 'rib'
oedema in ribs,'oedema' <2> 'rib'
ribs oedema,'rib' <-> 'oedema'
ribs is oedema,'rib' <2> 'oedema'
ribs is in oedema,'rib' <3> 'oedema'
ribs is a little oedema,'rib' <3> 'littl' <-> 'oedema'
burning ribs,'burn' <-> 'rib'
burning in my ribs,'burn' <3> 'rib'
burning in ribs,'burn' <2> 'rib'
ribs burning,'rib' <-> 'burn'
ribs is burning,'rib' <2> 'burn'
ribs is in burning,'rib' <3> 'burn'
ribs is a little burning,'rib' <3> 'littl' <-> 'burn'
macule ribs,'macul' <-> 'rib'
macule in my ribs,'macul' <3> 'rib'
macule in ribs,'macul' <2> 'rib'
ribs macule,'rib' <-> 'macul'
ribs is macule,'rib' <2> 'macul'
ribs is in macule,'rib' <3> 'macul'
ribs is a little macule,'rib' <3> 'littl' <-> 'macul'
tight ribs,'tight' <-> 'rib'
tight in my ribs,'tight' <3> 'rib'
tight in ribs,'tight' <2> 'rib'
ribs tight,'rib' <-> 'tight'
ribs is tight,'rib' <2> 'tight'
ribs is in tight,'rib' <3> 'tight'
ribs is a little tight,'rib' <3> 'littl' <-> 'tight'
pains ribs,'pain' <-> 'rib'
pains in my ribs,'pain' <3> 'rib'
pains in ribs,'pain' <2> 'rib'
ribs pains,'rib' <-> 'pain'
ribs is pains,'rib' <2> 'pain'
ribs is in pains,'rib' <3> 'pain'
ribs is a little pains,'rib' <3> 'littl' <-> 'pain'
injury ribs,'injuri' <-> 'rib'
injury in my ribs,'injuri' <3> 'rib'
injury in ribs,'injuri' <2> 'rib'
ribs injury,'rib' <-> 'injuri'
ribs is injury,'rib' <2> 'injuri'
ribs is in injury,'rib' <3> 'injuri'
ribs is a little injury,'rib' <3> 'littl' <-> 'injuri'
numbness ribs,'numb' <-> 'rib'
numbness in my ribs,'numb' <3> 'rib'
numbness in ribs,'numb' <2> 'rib'
ribs numbness,'rib' <-> 'numb'
ribs is numbness,'rib' <2> 'numb'
ribs is in numbness,'rib' <3> 'numb'
ribs is a little numbness,'rib' <3> 'littl' <-> 'numb'
pounding ribs,'pound' <-> 'rib'
pounding in my ribs,'pound' <3> 'rib'
pounding in ribs,'pound' <2> 'rib'
ribs pounding,'rib' <-> 'pound'
ribs is pounding,'rib' <2> 'pound'
ribs is in pounding,'rib' <3> 'pound'
ribs is a little pounding,'rib' <3> 'littl' <-> 'pound'
laceration ribs,'lacer' <-> 'rib'
laceration in my ribs,'lacer' <3> 'rib'
laceration in ribs,'lacer' <2> 'rib'
ribs laceration,'rib' <-> 'lacer'
ribs is laceration,'rib' <2> 'lacer'
ribs is in laceration,'rib' <3> 'lacer'
ribs is a little laceration,'rib' <3> 'littl' <-> 'lacer'
obstruction ribs,'obstruct' <-> 'rib'
obstruction in my ribs,'obstruct' <3> 'rib'
obstruction in ribs,'obstruct' <2> 'rib'
ribs obstruction,'rib' <-> 'obstruct'
ribs is obstruction,'rib' <2> 'obstruct'
ribs is in obstruction,'rib' <3> 'obstruct'
ribs is a little obstruction,'rib' <3> 'littl' <-> 'obstruct'
swollen ribs,'swollen' <-> 'rib'
swollen in my ribs,'swollen' <3> 'rib'
swollen in ribs,'swollen' <2> 'rib'
ribs swollen,'rib' <-> 'swollen'
ribs is swollen,'rib' <2> 'swollen'
ribs is in swollen,'rib' <3> 'swollen'
ribs is a little swollen,'rib' <3> 'littl' <-> 'swollen'
swelling ribs,'swell' <-> 'rib'
swelling in my ribs,'swell' <3> 'rib'
swelling in ribs,'swell' <2> 'rib'
ribs swelling,'rib' <-> 'swell'
ribs is swelling,'rib' <2> 'swell'
ribs is in swelling,'rib' <3> 'swell'
ribs is a little swelling,'rib' <3> 'littl' <-> 'swell'
scratchy ribs,'scratchi' <-> 'rib'
scratchy in my ribs,'scratchi' <3> 'rib'
scratchy in ribs,'scratchi' <2> 'rib'
ribs scratchy,'rib' <-> 'scratchi'
ribs is scratchy,'rib' <2> 'scratchi'
ribs is in scratchy,'rib' <3> 'scratchi'
ribs is a little scratchy,'rib' <3> 'littl' <-> 'scratchi'
erythema ribs,'erythema' <-> 'rib'
erythema in my ribs,'erythema' <3> 'rib'
erythema in ribs,'erythema' <2> 'rib'
ribs erythema,'rib' <-> 'erythema'
ribs is erythema,'rib' <2> 'erythema'
ribs is in erythema,'rib' <3> 'erythema'
ribs is a little erythema,'rib' <3> 'littl' <-> 'erythema'
spasm ribs,'spasm' <-> 'rib'
spasm in my ribs,'spasm' <3> 'rib'
spasm in ribs,'spasm' <2> 'rib'
ribs spasm,'rib' <-> 'spasm'
ribs is spasm,'rib' <2> 'spasm'
ribs is in spasm,'rib' <3> 'spasm'
ribs is a little spasm,'rib' <3> 'littl' <-> 'spasm'
prickling ribs,'prickl' <-> 'rib'
prickling in my ribs,'prickl' <3> 'rib'
prickling in ribs,'prickl' <2> 'rib'
ribs prickling,'rib' <-> 'prickl'
ribs is prickling,'rib' <2> 'prickl'
ribs is in prickling,'rib' <3> 'prickl'
ribs is a little prickling,'rib' <3> 'littl' <-> 'prickl'
luxation ribs,'luxat' <-> 'rib'
luxation in my ribs,'luxat' <3> 'rib'
luxation in ribs,'luxat' <2> 'rib'
ribs luxation,'rib' <-> 'luxat'
ribs is luxation,'rib' <2> 'luxat'
ribs is in luxation,'rib' <3> 'luxat'
ribs is a little luxation,'rib' <3> 'littl' <-> 'luxat'
soreness ribs,'sore' <-> 'rib'
soreness in my ribs,'sore' <3> 'rib'
soreness in ribs,'sore' <2> 'rib'
ribs soreness,'rib' <-> 'sore'
ribs is soreness,'rib' <2> 'sore'
ribs is in soreness,'rib' <3> 'sore'
ribs is a little soreness,'rib' <3> 'littl' <-> 'sore'
nodule ribs,'nodul' <-> 'rib'
nodule in my ribs,'nodul' <3> 'rib'
nodule in ribs,'nodul' <2> 'rib'
ribs nodule,'rib' <-> 'nodul'
ribs is nodule,'rib' <2> 'nodul'
ribs is in nodule,'rib' <3> 'nodul'
ribs is a little nodule,'rib' <3> 'littl' <-> 'nodul'
throbbing ribs,'throb' <-> 'rib'
throbbing in my ribs,'throb' <3> 'rib'
throbbing in ribs,'throb' <2> 'rib'
ribs throbbing,'rib' <-> 'throb'
ribs is throbbing,'rib' <2> 'throb'
ribs is in throbbing,'rib' <3> 'throb'
ribs is a little throbbing,'rib' <3> 'littl' <-> 'throb'
contusion ribs,'contus' <-> 'rib'
contusion in my ribs,'contus' <3> 'rib'
contusion in ribs,'contus' <2> 'rib'
ribs contusion,'rib' <-> 'contus'
ribs is contusion,'rib' <2> 'contus'
ribs is in contusion,'rib' <3> 'contus'
ribs is a little contusion,'rib' <3> 'littl' <-> 'contus'
pallor ribs,'pallor' <-> 'rib'
pallor in my ribs,'pallor' <3> 'rib'
pallor in ribs,'pallor' <2> 'rib'
ribs pallor,'rib' <-> 'pallor'
ribs is pallor,'rib' <2> 'pallor'
ribs is in pallor,'rib' <3> 'pallor'
ribs is a little pallor,'rib' <3> 'littl' <-> 'pallor'
itchy ribs,'itchi' <-> 'rib'
itchy in my ribs,'itchi' <3> 'rib'
itchy in ribs,'itchi' <2> 'rib'
ribs itchy,'rib' <-> 'itchi'
ribs is itchy,'rib' <2> 'itchi'
ribs is in itchy,'rib' <3> 'itchi'
ribs is a little itchy,'rib' <3> 'littl' <-> 'itchi'
leak ribs,'leak' <-> 'rib'
leak in my ribs,'leak' <3> 'rib'
leak in ribs,'leak' <2> 'rib'
ribs leak,'rib' <-> 'leak'
ribs is leak,'rib' <2> 'leak'
ribs is in leak,'rib' <3> 'leak'
ribs is a little leak,'rib' <3> 'littl' <-> 'leak'
abrasion ribs,'abras' <-> 'rib'
abrasion in my ribs,'abras' <3> 'rib'
abrasion in ribs,'abras' <2> 'rib'
ribs abrasion,'rib' <-> 'abras'
ribs is abrasion,'rib' <2> 'abras'
ribs is in abrasion,'rib' <3> 'abras'
ribs is a little abrasion,'rib' <3> 'littl' <-> 'abras'
tremor ribs,'tremor' <-> 'rib'
tremor in my ribs,'tremor' <3> 'rib'
tremor in ribs,'tremor' <2> 'rib'
ribs tremor,'rib' <-> 'tremor'
ribs is tremor,'rib' <2> 'tremor'
ribs is in tremor,'rib' <3> 'tremor'
ribs is a little tremor,'rib' <3> 'littl' <-> 'tremor'
complication ribs,'complic' <-> 'rib'
complication in my ribs,'complic' <3> 'rib'
complication in ribs,'complic' <2> 'rib'
ribs complication,'rib' <-> 'complic'
ribs is complication,'rib' <2> 'complic'
ribs is in complication,'rib' <3> 'complic'
ribs is a little complication,'rib' <3> 'littl' <-> 'complic'
irritation ribs,'irrit' <-> 'rib'
irritation in my ribs,'irrit' <3> 'rib'
irritation in ribs,'irrit' <2> 'rib'
ribs irritation,'rib' <-> 'irrit'
ribs is irritation,'rib' <2> 'irrit'
ribs is in irritation,'rib' <3> 'irrit'
ribs is a little irritation,'rib' <3> 'littl' <-> 'irrit'
tender ribs,'tender' <-> 'rib'
tender in my ribs,'tender' <3> 'rib'
tender in ribs,'tender' <2> 'rib'
ribs tender,'rib' <-> 'tender'
ribs is tender,'rib' <2> 'tender'
ribs is in tender,'rib' <3> 'tender'
ribs is a little tender,'rib' <3> 'littl' <-> 'tender'
papule ribs,'papul' <-> 'rib'
papule in my ribs,'papul' <3> 'rib'
papule in ribs,'papul' <2> 'rib'
ribs papule,'rib' <-> 'papul'
ribs is papule,'rib' <2> 'papul'
ribs is in papule,'rib' <3> 'papul'
ribs is a little papule,'rib' <3> 'littl' <-> 'papul'
rupture ribs,'ruptur' <-> 'rib'
rupture in my ribs,'ruptur' <3> 'rib'
rupture in ribs,'ruptur' <2> 'rib'
ribs rupture,'rib' <-> 'ruptur'
ribs is rupture,'rib' <2> 'ruptur'
ribs is in rupture,'rib' <3> 'ruptur'
ribs is a little rupture,'rib' <3> 'littl' <-> 'ruptur'
puffy ribs,'puffi' <-> 'rib'
puffy in my ribs,'puffi' <3> 'rib'
puffy in ribs,'puffi' <2> 'rib'
ribs puffy,'rib' <-> 'puffi'
ribs is puffy,'rib' <2> 'puffi'
ribs is in puffy,'rib' <3> 'puffi'
ribs is a little puffy,'rib' <3> 'littl' <-> 'puffi'
issues mouth,'issu' <-> 'mouth'
issues in my mouth,'issu' <3> 'mouth'
issues in mouth,'issu' <2> 'mouth'
mouth issues,'mouth' <-> 'issu'
mouth is issues,'mouth' <2> 'issu'
mouth is in issues,'mouth' <3> 'issu'
mouth is a little issues,'mouth' <3> 'littl' <-> 'issu'
puffing mouth,'puf' <-> 'mouth'
puffing in my mouth,'puf' <3> 'mouth'
puffing in mouth,'puf' <2> 'mouth'
mouth puffing,'mouth' <-> 'puf'
mouth is puffing,'mouth' <2> 'puf'
mouth is in puffing,'mouth' <3> 'puf'
mouth is a little puffing,'mouth' <3> 'littl' <-> 'puf'
inflamed mouth,'inflam' <-> 'mouth'
inflamed in my mouth,'inflam' <3> 'mouth'
inflamed in mouth,'inflam' <2> 'mouth'
mouth inflamed,'mouth' <-> 'inflam'
mouth is inflamed,'mouth' <2> 'inflam'
mouth is in inflamed,'mouth' <3> 'inflam'
mouth is a little inflamed,'mouth' <3> 'littl' <-> 'inflam'
hurts mouth,'hurt' <-> 'mouth'
hurts in my mouth,'hurt' <3> 'mouth'
hurts in mouth,'hurt' <2> 'mouth'
mouth hurts,'mouth' <-> 'hurt'
mouth is hurts,'mouth' <2> 'hurt'
mouth is in hurts,'mouth' <3> 'hurt'
mouth is a little hurts,'mouth' <3> 'littl' <-> 'hurt'
cramps mouth,'cramp' <-> 'mouth'
cramps in my mouth,'cramp' <3> 'mouth'
cramps in mouth,'cramp' <2> 'mouth'
mouth cramps,'mouth' <-> 'cramp'
mouth is cramps,'mouth' <2> 'cramp'
mouth is in cramps,'mouth' <3> 'cramp'
mouth is a little cramps,'mouth' <3> 'littl' <-> 'cramp'
shaking mouth,'shake' <-> 'mouth'
shaking in my mouth,'shake' <3> 'mouth'
shaking in mouth,'shake' <2> 'mouth'
mouth shaking,'mouth' <-> 'shake'
mouth is shaking,'mouth' <2> 'shake'
mouth is in shaking,'mouth' <3> 'shake'
mouth is a little shaking,'mouth' <3> 'littl' <-> 'shake'
hypersensitivity mouth,'hypersensit' <-> 'mouth'
hypersensitivity in my mouth,'hypersensit' <3> 'mouth'
hypersensitivity in mouth,'hypersensit' <2> 'mouth'
mouth hypersensitivity,'mouth' <-> 'hypersensit'
mouth is hypersensitivity,'mouth' <2> 'hypersensit'
mouth is in hypersensitivity,'mouth' <3> 'hypersensit'
mouth is a little hypersensitivity,'mouth' <3> 'littl' <-> 'hypersensit'
trauma mouth,'trauma' <-> 'mouth'
trauma in my mouth,'trauma' <3> 'mouth'
trauma in mouth,'trauma' <2> 'mouth'
mouth trauma,'mouth' <-> 'trauma'
mouth is trauma,'mouth' <2> 'trauma'
mouth is in trauma,'mouth' <3> 'trauma'
mouth is a little trauma,'mouth' <3> 'littl' <-> 'trauma'
inflammation mouth,'inflamm' <-> 'mouth'
inflammation in my mouth,'inflamm' <3> 'mouth'
inflammation in mouth,'inflamm' <2> 'mouth'
mouth inflammation,'mouth' <-> 'inflamm'
mouth is inflammation,'mouth' <2> 'inflamm'
mouth is in inflammation,'mouth' <3> 'inflamm'
mouth is a little inflammation,'mouth' <3> 'littl' <-> 'inflamm'
avulsion mouth,'avuls' <-> 'mouth'
avulsion in my mouth,'avuls' <3> 'mouth'
avulsion in mouth,'avuls' <2> 'mouth'
mouth avulsion,'mouth' <-> 'avuls'
mouth is avulsion,'mouth' <2> 'avuls'
mouth is in avulsion,'mouth' <3> 'avuls'
mouth is a little avulsion,'mouth' <3> 'littl' <-> 'avuls'
plaque mouth,'plaqu' <-> 'mouth'
plaque in my mouth,'plaqu' <3> 'mouth'
plaque in mouth,'plaqu' <2> 'mouth'
mouth plaque,'mouth' <-> 'plaqu'
mouth is plaque,'mouth' <2> 'plaqu'
mouth is in plaque,'mouth' <3> 'plaqu'
mouth is a little plaque,'mouth' <3> 'littl' <-> 'plaqu'
tingling mouth,'tingl' <-> 'mouth'
tingling in my mouth,'tingl' <3> 'mouth'
tingling in mouth,'tingl' <2> 'mouth'
mouth tingling,'mouth' <-> 'tingl'
mouth is tingling,'mouth' <2> 'tingl'
mouth is in tingling,'mouth' <3> 'tingl'
mouth is a little tingling,'mouth' <3> 'littl' <-> 'tingl'
discomfort mouth,'discomfort' <-> 'mouth'
discomfort in my mouth,'discomfort' <3> 'mouth'
discomfort in mouth,'discomfort' <2> 'mouth'
mouth discomfort,'mouth' <-> 'discomfort'
mouth is discomfort,'mouth' <2> 'discomfort'
mouth is in discomfort,'mouth' <3> 'discomfort'
mouth is a little discomfort,'mouth' <3> 'littl' <-> 'discomfort'
oedema mouth,'oedema' <-> 'mouth'
oedema in my mouth,'oedema' <3> 'mouth'
oedema in mouth,'oedema' <2> 'mouth'
mouth oedema,'mouth' <-> 'oedema'
mouth is oedema,'mouth' <2> 'oedema'
mouth is in oedema,'mouth' <3> 'oedema'
mouth is a little oedema,'mouth' <3> 'littl' <-> 'oedema'
burning mouth,'burn' <-> 'mouth'
burning in my mouth,'burn' <3> 'mouth'
burning in mouth,'burn' <2> 'mouth'
mouth burning,'mouth' <-> 'burn'
mouth is burning,'mouth' <2> 'burn'
mouth is in burning,'mouth' <3> 'burn'
mouth is a little burning,'mouth' <3> 'littl' <-> 'burn'
macule mouth,'macul' <-> 'mouth'
macule in my mouth,'macul' <3> 'mouth'
macule in mouth,'macul' <2> 'mouth'
mouth macule,'mouth' <-> 'macul'
mouth is macule,'mouth' <2> 'macul'
mouth is in macule,'mouth' <3> 'macul'
mouth is a little macule,'mouth' <3> 'littl' <-> 'macul'
tight mouth,'tight' <-> 'mouth'
tight in my mouth,'tight' <3> 'mouth'
tight in mouth,'tight' <2> 'mouth'
mouth tight,'mouth' <-> 'tight'
mouth is tight,'mouth' <2> 'tight'
mouth is in tight,'mouth' <3> 'tight'
mouth is a little tight,'mouth' <3> 'littl' <-> 'tight'
pains mouth,'pain' <-> 'mouth'
pains in my mouth,'pain' <3> 'mouth'
pains in mouth,'pain' <2> 'mouth'
mouth pains,'mouth' <-> 'pain'
mouth is pains,'mouth' <2> 'pain'
mouth is in pains,'mouth' <3> 'pain'
mouth is a little pains,'mouth' <3> 'littl' <-> 'pain'
injury mouth,'injuri' <-> 'mouth'
injury in my mouth,'injuri' <3> 'mouth'
injury in mouth,'injuri' <2> 'mouth'
mouth injury,'mouth' <-> 'injuri'
mouth is injury,'mouth' <2> 'injuri'
mouth is in injury,'mouth' <3> 'injuri'
mouth is a little injury,'mouth' <3> 'littl' <-> 'injuri'
numbness mouth,'numb' <-> 'mouth'
numbness in my mouth,'numb' <3> 'mouth'
numbness in mouth,'numb' <2> 'mouth'
mouth numbness,'mouth' <-> 'numb'
mouth is numbness,'mouth' <2> 'numb'
mouth is in numbness,'mouth' <3> 'numb'
mouth is a little numbness,'mouth' <3> 'littl' <-> 'numb'
pounding mouth,'pound' <-> 'mouth'
pounding in my mouth,'pound' <3> 'mouth'
pounding in mouth,'pound' <2> 'mouth'
mouth pounding,'mouth' <-> 'pound'
mouth is pounding,'mouth' <2> 'pound'
mouth is in pounding,'mouth' <3> 'pound'
mouth is a little pounding,'mouth' <3> 'littl' <-> 'pound'
laceration mouth,'lacer' <-> 'mouth'
laceration in my mouth,'lacer' <3> 'mouth'
laceration in mouth,'lacer' <2> 'mouth'
mouth laceration,'mouth' <-> 'lacer'
mouth is laceration,'mouth' <2> 'lacer'
mouth is in laceration,'mouth' <3> 'lacer'
mouth is a little laceration,'mouth' <3> 'littl' <-> 'lacer'
obstruction mouth,'obstruct' <-> 'mouth'
obstruction in my mouth,'obstruct' <3> 'mouth'
obstruction in mouth,'obstruct' <2> 'mouth'
mouth obstruction,'mouth' <-> 'obstruct'
mouth is obstruction,'mouth' <2> 'obstruct'
mouth is in obstruction,'mouth' <3> 'obstruct'
mouth is a little obstruction,'mouth' <3> 'littl' <-> 'obstruct'
swollen mouth,'swollen' <-> 'mouth'
swollen in my mouth,'swollen' <3> 'mouth'
swollen in mouth,'swollen' <2> 'mouth'
mouth swollen,'mouth' <-> 'swollen'
mouth is swollen,'mouth' <2> 'swollen'
mouth is in swollen,'mouth' <3> 'swollen'
mouth is a little swollen,'mouth' <3> 'littl' <-> 'swollen'
swelling mouth,'swell' <-> 'mouth'
swelling in my mouth,'swell' <3> 'mouth'
swelling in mouth,'swell' <2> 'mouth'
mouth swelling,'mouth' <-> 'swell'
mouth is swelling,'mouth' <2> 'swell'
mouth is in swelling,'mouth' <3> 'swell'
mouth is a little swelling,'mouth' <3> 'littl' <-> 'swell'
scratchy mouth,'scratchi' <-> 'mouth'
scratchy in my mouth,'scratchi' <3> 'mouth'
scratchy in mouth,'scratchi' <2> 'mouth'
mouth scratchy,'mouth' <-> 'scratchi'
mouth is scratchy,'mouth' <2> 'scratchi'
mouth is in scratchy,'mouth' <3> 'scratchi'
mouth is a little scratchy,'mouth' <3> 'littl' <-> 'scratchi'
erythema mouth,'erythema' <-> 'mouth'
erythema in my mouth,'erythema' <3> 'mouth'
erythema in mouth,'erythema' <2> 'mouth'
mouth erythema,'mouth' <-> 'erythema'
mouth is erythema,'mouth' <2> 'erythema'
mouth is in erythema,'mouth' <3> 'erythema'
mouth is a little erythema,'mouth' <3> 'littl' <-> 'erythema'
spasm mouth,'spasm' <-> 'mouth'
spasm in my mouth,'spasm' <3> 'mouth'
spasm in mouth,'spasm' <2> 'mouth'
mouth spasm,'mouth' <-> 'spasm'
mouth is spasm,'mouth' <2> 'spasm'
mouth is in spasm,'mouth' <3> 'spasm'
mouth is a little spasm,'mouth' <3> 'littl' <-> 'spasm'
prickling mouth,'prickl' <-> 'mouth'
prickling in my mouth,'prickl' <3> 'mouth'
prickling in mouth,'prickl' <2> 'mouth'
mouth prickling,'mouth' <-> 'prickl'
mouth is prickling,'mouth' <2> 'prickl'
mouth is in prickling,'mouth' <3> 'prickl'
mouth is a little prickling,'mouth' <3> 'littl' <-> 'prickl'
luxation mouth,'luxat' <-> 'mouth'
luxation in my mouth,'luxat' <3> 'mouth'
luxation in mouth,'luxat' <2> 'mouth'
mouth luxation,'mouth' <-> 'luxat'
mouth is luxation,'mouth' <2> 'luxat'
mouth is in luxation,'mouth' <3> 'luxat'
mouth is a little luxation,'mouth' <3> 'littl' <-> 'luxat'
soreness mouth,'sore' <-> 'mouth'
soreness in my mouth,'sore' <3> 'mouth'
soreness in mouth,'sore' <2> 'mouth'
mouth soreness,'mouth' <-> 'sore'
mouth is soreness,'mouth' <2> 'sore'
mouth is in soreness,'mouth' <3> 'sore'
mouth is a little soreness,'mouth' <3> 'littl' <-> 'sore'
nodule mouth,'nodul' <-> 'mouth'
nodule in my mouth,'nodul' <3> 'mouth'
nodule in mouth,'nodul' <2> 'mouth'
mouth nodule,'mouth' <-> 'nodul'
mouth is nodule,'mouth' <2> 'nodul'
mouth is in nodule,'mouth' <3> 'nodul'
mouth is a little nodule,'mouth' <3> 'littl' <-> 'nodul'
throbbing mouth,'throb' <-> 'mouth'
throbbing in my mouth,'throb' <3> 'mouth'
throbbing in mouth,'throb' <2> 'mouth'
mouth throbbing,'mouth' <-> 'throb'
mouth is throbbing,'mouth' <2> 'throb'
mouth is in throbbing,'mouth' <3> 'throb'
mouth is a little throbbing,'mouth' <3> 'littl' <-> 'throb'
contusion mouth,'contus' <-> 'mouth'
contusion in my mouth,'contus' <3> 'mouth'
contusion in mouth,'contus' <2> 'mouth'
mouth contusion,'mouth' <-> 'contus'
mouth is contusion,'mouth' <2> 'contus'
mouth is in contusion,'mouth' <3> 'contus'
mouth is a little contusion,'mouth' <3> 'littl' <-> 'contus'
pallor mouth,'pallor' <-> 'mouth'
pallor in my mouth,'pallor' <3> 'mouth'
